Adresas,Kaina,Plotas:,Sklypo plotas:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Įrengimas:,Reklama:,Reklama/pasiūlymas:,Namo numeris:,Kambarių sk.:,Vanduo:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildoma įranga:,Apsauga:,Papildomos patalpos:,Unikalus daikto numeris(RC numeris):
"Klaipėdos r. sav., Karklės k., Placio g., mūrinis namas",320 000 €,"177,57 m²",11 a,2,2017,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,19C,4,Miesto vandentiekis,Jūra,700,,Greta miškoAsfaltuotas privažiavimas,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinys,Aptverta teritorija,GaražasRūsysTerasa,
"Klaipėdos r. sav., Radailių k., Žuvų g., mūrinis sublokuotas namas",130 000 €,100 m²,5 a,1,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., Smeltaitės g., mūrinis namas",153 000 €,85 m²,5 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., Liepų g., mūrinis namas",140 000 €,80 m²,5 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Slengių k., Smeltaitės g., mūrinis namas",223 000 €,115 m²,7 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., mūrinis namas",140 000 €,80 m²,5 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., mūrinis namas",140 000 €,80 m²,5 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Šimkų k., Župės g., mūrinis namas",125 000 €,80 m²,12 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Lyverių k., karkasinis namas",128 900 €,80 m²,6 a,1,2018,Karkasinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Slengių k., mūrinis namas",250 000 €,140 m²,10 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., Taurėlapių g., mūrinis namas",155 000 €,85 m²,6 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Derceklių k., Smėlio g., mūrinis sodo namas",22 000 €,20 m²,6 a,2,1980,Mūrinis,Sodo namas,"Elektra, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,Šulinys,,,,,,,,
"Klaipėda, Melnragė, Vėtros g., mūrinis sublokuotas namas",376 000 €,107 m²,4 a,3,2022,Mūrinis,Sublokuotas namas,Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,6A,,Miesto vandentiekis,,,,Greta miškoAsfaltuotas privažiavimasElektraDujos,Šildomos grindysRekuperacinė sistema,Aptverta teritorijaSignalizacija,Terasa,
"Klaipėdos r. sav., Slengių k., Karališkas tak., mūrinis namas",170 000 €,100 m²,"1,7 a",2,2024,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,A+,Asfaltuotas privažiavimasElektraDujos,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Rūbinė,
"Klaipėdos r. sav., Gargždų m., Žvejų g., mūrinis namas",125 000 €,"203,39 m²",7 a,2,1982,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėda, Melnragė, mūrinis sublokuotas namas",350 000 €,"129,32 m²","2,03 a",2,2014,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,Jūra,200,,Greta miškoAsfaltuotas privažiavimasDujos,Skalbimo mašinaŠaldytuvasVirtuvės komplektasViryklėŽidinysIndaplovė,Aptverta teritorijaSignalizacija,Garažas,
"Klaipėdos r. sav., Vaitelių k., Žemuogių g., mūrinis sodo namas",40 000 €,"58,43 m²","25,19 a",2,2001,Mūrinis,Sodo namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,,,,,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimas,,Aptverta teritorija,,
"Klaipėda, Vingis, Vingio g., mūrinis sublokuotas namas",274 000 €,289 m²,2 a,3,2005,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Miesto vandentiekis,,,,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,GaražasTerasa,
"Klaipėdos r. sav., Trušelių k., Šermukšnių g., mūrinis namas",209 000 €,"195,5 m²","10,27 a",1,2013,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,"Artezinis, vietinis vandentiekis",,,,Kraštinis sklypasAsfaltuotas privažiavimasInternetasKabelinė televizija,,Aptverta teritorijaSignalizacija,GaražasTerasa,
"Klaipėdos r. sav., Bruzdeilyno k., Bruzdeilyno g., mūrinis namas",239 000 €,"79,83 m²","19,99 a",1,2016,Mūrinis,Namas (gyvenamasis),"Elektra, aeroterminis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,27,3,,Jūra,,,Asfaltuotas privažiavimas,KondicionieriusSu baldaisŽidinys,Aptverta teritorijaŠarvuotos durys,Ūkiniai pastataiTerasa,
"Klaipėdos r. sav., Slengių k., Pakelės g., mūrinis namas",250 000 €,"151,53 m²","10,14 a",2,"2015 statyba, 2019 renovacija",Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,Tvenkinys,150,,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetas,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,GaražasRūbinėTerasa,
"Klaipėdos r. sav., Šakinių k., Spygliuočių g., mūrinė sodyba",189 000 €,479 m²,"8,85 a",2,2003,Mūrinis,Sodyba,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Priekulės m., Pamarių g., mūrinis namas",90 000 €,"137,21 m²","17,77 a",2,1963,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,Tvenkinys,20,,Greta miškoAsfaltuotas privažiavimasElektra,Skalbimo mašinaSu baldaisŠaldytuvasViryklėIndaplovė,Aptverta teritorija,GaražasRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Radailių k., Miško g., mūrinis namas",150 000 €,80 m²,4 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Vasaros g., mūrinis namas",160 000 €,90 m²,6 a,1,2023,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,6,,,,,,,,,,
"Klaipėdos r. sav., Aukštkiemių k., mūrinis sublokuotas namas",230 000 €,142 m²,"2,24 a",2,2008,Mūrinis,Sublokuotas namas,"Centrinis kolektorinis, dujinis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,,,,,,Židinys,Aptverta teritorijaSignalizacijaŠarvuotos durys,GaražasRūbinė,
"Klaipėdos r. sav., Mazūriškių k., mūrinis namas",160 000 €,90 m²,4 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Šakinių k., mūrinis namas",175 000 €,100 m²,10 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., Liepų g., mūrinis namas",140 000 €,80 m²,5 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., Liepų g., mūrinis namas",140 000 €,80 m²,5 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A,Elektra,Šildomos grindysVirtuvės komplektasPlastikiniai vamzdžiai,Aptverta teritorijaSignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Klemiškės II k., Taurėlapių g., mūrinis namas",149 000 €,100 m²,"4,5 a",1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Derceklių k., Karvaičių g., karkasinis sodo namas",15 000 €,40 m²,6 a,2,1992,Karkasinis,Sodo namas,Kietu kuru,Neįrengtas,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,2,Šulinys,,,,Asfaltuotas privažiavimasElektra,,Aptverta teritorija,,
"Klaipėdos r. sav., Gedminų k., mūrinė sodyba",430 000 €,308 m²,237 a,2,2007,Mūrinis,Sodyba,Skystu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., mūrinis sublokuotas namas",125 000 €,80 m²,3 a,1,2024,Mūrinis,Sublokuotas namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Girkalių k., Geležies g., karkasinis sodo namas",25 000 €,29 m²,4 a,1,2024,Karkasinis,Sodo namas,Kita,Nebaigtas statyti,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,4,,Miesto vandentiekis,,,,,,,,
"Klaipėdos r. sav., Vaitelių k., Miškų al., mūrinis sodo namas",49 500 €,70 m²,12 a,2,1994,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,2,"Šulinys, vietinis vandentiekis",,,,Elektra,,Aptverta teritorija,GaražasPirtisRūsys,
"Klaipėda, Plytinė, Serviso g., mūrinis sublokuotas namas",199 000 €,"107,03 m²","2,5 a",2,2024,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,11B,4,Miesto vandentiekis,,,A+,Kraštinis sklypasElektraDujos,,Aptverta teritorijaŠarvuotos durys,,
"Klaipėdos r. sav., Budrikų k., Švepelių g., mūrinis sublokuotas namas",269 000 €,133 m²,"5,4 a",2,2018,Mūrinis,Sublokuotas namas,"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,21,,Miesto vandentiekis,,,B,Kraštinis sklypasAsfaltuotas privažiavimas,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,GaražasTerasa,
"Klaipėdos r. sav., Klemiškės II k., Taurėlapių g., mūrinis namas",153 000 €,80 m²,5 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., Taurėlapių g., karkasinis namas",155 000 €,"79,67 m²","4,5 a",1,2023,Karkasinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A+,Asfaltuotas privažiavimasElektra,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Trušelių k., Danės g., mūrinis sublokuotas namas",139 900 €,100 m²,4 a,1,2022,Mūrinis,Sublokuotas namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Kisinių k., Martyno Mačkaus g., mūrinis namas",290 000 €,164 m²,51 a,1,2016,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Artezinis,,,,Kraštinis sklypasGreta miškoElektra,Su baldaisŠildomos grindysVirtuvės komplektasŽidinysRekuperacinė sistema,Aptverta teritorija,Terasa,
"Klaipėdos r. sav., Slengių k., Pietryčių g., mūrinis namas",262 000 €,136 m²,6 a,2,2019,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Zeigių k., Liudviko Stulpino g., mūrinis namas",250 000 €,"81,4 m²","20,83 a",1,2022,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,Vietinis vandentiekis,Jūra,3 000,B,ElektraDujos,ŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,,,
"Klaipėdos r. sav., Radailių k., mūrinis sublokuotas namas",130 000 €,100 m²,5 a,2,2023,Mūrinis,Sublokuotas namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Trušelių k., mūrinis namas",140 000 €,80 m²,5 a,1,2023,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Žadeikių k., Žvaginių g., Namas (gyvenamasis)",48 500 €,150 m²,19 a,2,1979,Kita,Namas (gyvenamasis),Kietu kuru,Kita,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Klemiškės II k., Aušrinės g., mūrinis namas",115 000 €,65 m²,"2,3 a",1,2019,Mūrinis,Namas (gyvenamasis),"Elektra, aeroterminis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,23B,3,Vietinis vandentiekis,Ežeras,1 000,A+,Kraštinis sklypasAsfaltuotas privažiavimasElektra,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiai,SignalizacijaŠarvuotos durys,Terasa,
"Klaipėdos r. sav., Gargždų m., Vasario 16-osios g., mūrinio namo dalis",90 000 €,100 m²,"4,99 a",1,1987,Mūrinis,Namo dalis,"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Miesto vandentiekis,,,,Asfaltuotas privažiavimasElektraDujosInternetas,Su baldaisŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaŠarvuotos durys,GaražasRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Klausmylių vs., Astrų g., mūrinis namas",185 000 €,133 m²,"6,5 a",1,2024,Mūrinis,Namas (gyvenamasis),"Elektra, aeroterminis",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Slengių k., mūrinis sublokuotas namas",140 000 €,80 m²,4 a,1,2023,Mūrinis,Sublokuotas namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Karklės k., Karklininkų g., mūrinis namas",396 800 €,"192,72 m²","18,47 a",2,2008,Mūrinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,1,5,Vietinis vandentiekis,Jūra,800,,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetas,Šildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiai,Aptverta teritorija,PirtisTerasa,
"Klaipėdos r. sav., Karklės k., Karklininkų g., mūrinis namas",295 900 €,"164,41 m²","14,58 a",1,2008,Mūrinis,Namas (gyvenamasis),Geoterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,Miesto vandentiekis,Jūra,845,,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetas,,Aptverta teritorija,,
"Klaipėdos r. sav., Trušelių k., Arnavos g., mūrinis namas",250 000 €,137 m²,9 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Vasaros g., mūrinis namas",145 000 €,80 m²,6 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Žiemos g., mūrinis namas",149 000 €,105 m²,10 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Baukštininkų k., Žiemos g., mūrinis namas",149 000 €,105 m²,10 a,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,Vietinis vandentiekis,,,A++,ElektraInternetasKabelinė televizija,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,RūbinėTerasa,
"Klaipėdos r. sav., Klemiškės II k., Taurėlapių g., mūrinis namas",153 000 €,85 m²,6 a,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,,
"Klaipėdos r. sav., Radailių k., Sodų g., mūrinis namas",190 000 €,"179,75 m²",10 a,2,2017,Mūrinis,Namas (gyvenamasis),"Aeroterminis, kita",Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,Rekuperacinė sistema,Aptverta teritorija,GaražasPirtisTerasa,
"Klaipėdos r. sav., Mazūriškių k., Patilžės g., mūrinis sublokuotas namas",215 000 €,"102,79 m²",5 a,2,2015,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,9,,Miesto vandentiekis,,,,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinys,Aptverta teritorijaSignalizacija,GaražasTerasa,
"Klaipėdos r. sav., Mazūriškių k., Lenkviečių g., mūrinis namas",390 000 €,"341,48 m²","26,5 a",2,2014,Mūrinis,Namas (gyvenamasis),Geoterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,7,Vietinis vandentiekis,,,B,Kraštinis sklypasAsfaltuotas privažiavimasElektra,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,GaražasPirtisRūbinė,
"Klaipėdos r. sav., Gargždų m., Treniotos g., mūrinis namas",270 000 €,229 m²,16 a,2,"1990 statyba, 2010 renovacija",Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,7,Miesto vandentiekis,,,,Asfaltuotas privažiavimasElektraDujosInternetas,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorija,GaražasRūsysŪkiniai pastatai,
"Klaipėdos r. sav., Trušelių k., Karališkių g., blokinis namas",225 000 €,"108,27 m²","5,8 a",1,2023,Blokinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,66,4,Miesto vandentiekis,Tvenkinys,500,A+,Kraštinis sklypasAsfaltuotas privažiavimas,KondicionieriusŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Terasa,
