Adresas,Kaina,Plotas:,Sklypo plotas:,Kambarių sk.:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Vanduo:,Įrengimas:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Reklama:,Reklama/pasiūlymas:,Pastato energijos suvartojimo klasė:,Namo numeris:,Unikalus daikto numeris(RC numeris):
"Vilnius, Pavilnys, Taugotiškių g., mūrinis sublokuotas namas",283 000 €,"96,83 m²","2,77 a",4,2,2018,Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,ElektraDujosAsfaltuotas privažiavimas,Terasa,Skalbimo mašinaSu baldaisŽidinys,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,3,
"Vilniaus r. sav., Daubėnų k., Šaltinėlio 2-oji g., mūrinis namas",108 000 €,74 m²,6 a,4,2,2008,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,InternetasKabelinė televizijaAsfaltuotas privažiavimas,Terasa,KondicionieriusSkalbimo mašinaSu baldais,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Gineitiškės, Vaivadiškių g., mūrinis namas",599 900 €,"234,43 m²","9,2 a",6,2,2022,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Dalinė apdaila,,,,RūbinėTerasa,Rekuperacinė sistema,Aptverta teritorijaVaizdo kameros,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,68,
"Vilniaus r. sav., Piktakonių k., Jazminų g., medinis namas",17 500 €,"67,41 m²",20 a,,1,1900,Medinis,Namas (gyvenamasis),Kita,Šulinys,Kita,,,,Ūkiniai pastatai,,,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Balsiai, Silvestro Gimžausko g., mūrinis namas",290 000 €,174 m²,10 a,5,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Dalinė apdaila,,,Kraštinis sklypasElektra,Garažas,Šildomos grindys,Aptverta teritorija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,43,
"Vilniaus r. sav., Skaidiškių k., Rugių g., mūrinis sublokuotas namas",176 000 €,140 m²,6 a,4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Dalinė apdaila,,,Kraštinis sklypasGreta miškoElektra,GaražasTerasa,Plastikiniai vamzdžiai,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Mažieji Gulbinai, Vorutos g., mūrinis namas",250 000 €,"78,41 m²","4,01 a",3,1,2020,Mūrinis,Namas (gyvenamasis),Elektra,Artezinis,Įrengtas,Ežeras,1 000,Elektra,GaražasRūbinėTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Pagiriai, Kunigiškių g., mūrinis namas",300 000 €,264 m²,9 a,6,2,2012,Mūrinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,,,ElektraInternetasKabelinė televizijaAsfaltuotas privažiavimas,Terasa,Skalbimo mašinaSu baldaisŽidinys,Signalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,B,57,
"Vilniaus r. sav., Klevinės vs., Girių g., mūrinis sublokuotas namas",215 000 €,104 m²,"7,5 a",,2,2022,Mūrinis,Sublokuotas namas,Aeroterminis,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,17,
"Vilniaus r. sav., Naujosios vs., Kalnų g., mūrinis sublokuotas namas",198 000 €,"136,14 m²",11 a,,2,2024,Mūrinis,Sublokuotas namas,Kita,Artezinis,Dalinė apdaila,,,Greta miškoElektraDujos,Garažas,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Buivydiškių k., Bartų g., mūrinis namas",320 000 €,369 m²,15 a,,3,2001,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,Ežeras,10,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,37,
"Vilnius, Bajorai, Fizikų g., mūrinis namas",550 000 €,"242,52 m²","2,1 a",5,2,2004,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru, kita",Miesto vandentiekis,Įrengtas,,4 000,Greta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasPirtisRūbinėŪkiniai pastataiTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Aukštieji Paneriai, Šešėlių g., mūrinis namas",269 000 €,"214,07 m²","9,11 a",5,2,2012,Mūrinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,,,ElektraInternetasKabelinė televizijaAsfaltuotas privažiavimas,GaražasTerasa,Skalbimo mašinaSu baldais,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,D,,
"Vilnius, Antakalnis, Sadūniškių g., mūrinis sublokuotas namas",385 000 €,150 m²,5 a,5,2,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Įrengtas,Ežeras,50,Greta miškoSu pakrante,GaražasRūbinėTerasa,Su baldaisŠildomos grindysRekuperacinė sistema,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,51,
"Vilniaus r. sav., Raišių k., Dangaus g., mūrinis sublokuotas namas",500 000 €,205 m²,7 a,4,2,2023,Mūrinis,Sublokuotas namas,Kita,Artezinis,Dalinė apdaila,,,Greta miško,GaražasTerasa,Šildomos grindys,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Gilužių k., Grikienių g., mūrinis namas",749 000 €,"288,6 m²","34,14 a",6,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Artezinis,Įrengtas,,,Greta miškoElektra,GaražasTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Rastinėnų k., Beržyno g., karkasinis sodo namas",64 000 €,"47,27 m²",6 a,3,1,2007,Karkasinis,Sodo namas,Kietu kuru,Vietinis vandentiekis,Įrengtas,,,Greta miškoElektra,PirtisRūsysŪkiniai pastatai,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinys,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,
"Vilnius, Aukštieji Paneriai, Eišiškių pl., mūrinis namas",129 000 €,"64,04 m²","23,05 a",3,1,1958,Mūrinis,Namas (gyvenamasis),Kietu kuru,Miesto vandentiekis,Įrengtas,,,Asfaltuotas privažiavimasElektra,Ūkiniai pastatai,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,99,
"Vilnius, Antakalnis, Bernotų g., mūrinio namo dalis",257 000 €,"87,14 m²","1,76 a",,2,2022,Mūrinis,Namo dalis,Dujinis,Artezinis,Įrengtas,,,Asfaltuotas privažiavimasElektra,,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilnius, Antakalnis, Lavoriškių g., mūrinis sublokuotas namas",251 000 €,"85,14 m²","1,66 a",4,2,2022,Mūrinis,Sublokuotas namas,Dujinis,Artezinis,Įrengtas,,,Asfaltuotas privažiavimasElektraDujos,Terasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,1A,
"Vilnius, Antakalnis, Karmazinų g., mūrinis sublokuotas namas",251 000 €,"85,26 m²","2,94 a",4,2,2022,Mūrinis,Sublokuotas namas,Dujinis,Artezinis,Įrengtas,,,Kraštinis sklypasAsfaltuotas privažiavimas,Terasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėIndaplovėRekuperacinė sistema,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,2,
"Vilnius, Salininkai, Griežlių g., mūrinis sublokuotas namas",199 000 €,110 m²,"3,5 a",4,2,2024,Mūrinis,Sublokuotas namas,Kita,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Salininkai, Griežlių g., mūrinis sublokuotas namas",209 000 €,110 m²,"3,5 a",4,2,2024,Mūrinis,Sublokuotas namas,Kita,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Salininkai, Griežlių g., mūrinis sublokuotas namas",199 000 €,110 m²,"3,5 a",4,2,2024,Mūrinis,Sublokuotas namas,Kita,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Salininkai, Griežlių g., mūrinis sublokuotas namas",199 000 €,110 m²,"3,5 a",4,2,2024,Mūrinis,Sublokuotas namas,Kita,,Dalinė apdaila,,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Didžiosios Riešės k., Žemoji g., mūrinis sublokuotas namas",335 000 €,148 m²,5 a,4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Įrengtas,,,Elektra,GaražasRūbinėTerasa,Šildomos grindysRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,44,
"Vilnius, Baltupiai, Kalvarijų g., mūrinis sublokuotas namas",450 000 €,293 m²,"2,8 a",4,4,"1996 statyba, 2013 renovacija",Mūrinis,Sublokuotas namas,Centrinis kolektorinis,Miesto vandentiekis,Įrengtas,Tvenkinys,500,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetas,GaražasPirtisRūbinėTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiai,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Mickūnų mstl., Kranto g., mūrinis namas",125 000 €,97 m²,5 a,4,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Dalinė apdaila,Upė,300,Elektra,,Šildomos grindys,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Grigiškės, Miško g., blokinis namas",239 000 €,"141,9 m²","17,34 a",6,2,"1972 statyba, 2006 renovacija",Blokinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,ElektraDujosInternetasAsfaltuotas privažiavimas,Garažas,Skalbimo mašinaSu baldais,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Riešės k., Miško g., mūrinis sublokuotas namas",158 958 €,"56,01 m²",2 a,2,1,"2013 statyba, 2022 renovacija",Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Kalnėnai, Suomių g., mūrinis namas",649 999 €,220 m²,9 a,5,2,2017,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,ElektraDujosAsfaltuotas privažiavimas,Terasa,Skalbimo mašinaSu baldaisŽidinys,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Gilužių k., Perkūno g., mūrinis namas",210 000 €,"134,2 m²",6 a,5,2,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,,,,Garažas,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilnius, Mažieji Gulbinai, Draustinio g., mūrinis sublokuotas namas",299 000 €,"131,8 m²","6,17 a",5,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Baltupiai, Naujakiemio g., mūrinis sublokuotas namas",490 000 €,137 m²,4 a,4,2,2012,Mūrinis,Sublokuotas namas,Dujinis,Vietinis vandentiekis,Įrengtas,Tvenkinys,100,Greta miškoAsfaltuotas privažiavimasDujos,RūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysIndaplovė,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Filaretai, Stalių g., mūrinis namas",539 000 €,196 m²,"3,4 a",3,2,2010,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,,,Greta miškoDujos,Terasa,,Aptverta teritorijaSignalizacijaVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,4,
"Vilniaus r. sav., Skaidiškių k., Akacijų g., mūrinis namas",215 000 €,140 m²,10 a,4,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Artezinis,Dalinė apdaila,,,Elektra,RūbinėTerasa,Šildomos grindysPlastikiniai vamzdžiai,SignalizacijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Šeškinė, Upytės g., mūrinis sublokuotas namas",239 000 €,"147,83 m²","1,67 a",4,1,"1989 statyba, 2017 renovacija",Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,Asfaltuotas privažiavimasDujosKabelinė televizija,Terasa,Skalbimo mašinaSu baldais,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Skaidiškių k., Akacijų g., mūrinis namas",249 000 €,140 m²,10 a,4,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,Elektra,Terasa,Plastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Antakalnis, Sadūniškių g., mūrinis sublokuotas namas",245 000 €,147 m²,"5,5 a",5,2,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Artezinis,Dalinė apdaila,Ežeras,400,Kraštinis sklypasElektraInternetas,GaražasRūbinėTerasa,,Aptverta teritorijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,84,
"Vilniaus r. sav., Sakiškių k., Medžiotojų g., mūrinis namas",550 000 €,"145,81 m²","9,8 a",4,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Įrengtas,Upė,1 200,Greta miškoAsfaltuotas privažiavimasElektraInternetas,GaražasRūbinėTerasa,Su baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Sakiškių k., Medžiotojų g., mūrinis namas",540 000 €,"146,36 m²","9,44 a",4,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Įrengtas,Upė,1 200,Greta miškoAsfaltuotas privažiavimasElektraInternetas,GaražasRūbinėTerasa,Su baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Sakiškių k., Medžiotojų g., mūrinis namas",355 000 €,"145,94 m²","9,61 a",4,1,2024,Mūrinis,Namas (gyvenamasis),"Elektra, geoterminis, aeroterminis, kita",Vietinis vandentiekis,Dalinė apdaila,Upė,1 200,Kraštinis sklypasGreta miškoAsfaltuotas privažiavimasElektraInternetas,GaražasTerasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,A++,,
"Vilniaus r. sav., Kalvelių k., Pergalės g., mūrinis namas",161 000 €,"157,84 m²","26,73 a",4,2,1985,Mūrinis,Namas (gyvenamasis),Kietu kuru,Miesto vandentiekis,Įrengtas,,,Elektra,GaražasRūbinėŪkiniai pastatai,Skalbimo mašinaŠaldytuvasViryklė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Riešės k., Siesarčio g., mūrinis namas",800 000 €,"283,22 m²",10 a,6,2,2020,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,Greta miško,PirtisRūbinėTerasa,KondicionieriusSu baldaisŠildomos grindysVirtuvės komplektasŽidinysRekuperacinė sistema,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilniaus r. sav., Dobromislės k., Minties g., mūrinio namo dalis",35 000 €,50 m²,6 a,2,1,1968,Mūrinis,Namo dalis,Kietu kuru,Šulinys,Įrengtas,,,Elektra,RūsysŪkiniai pastatai,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Raisteniškių vs., Klevų g., mūrinis namas",349 000 €,"190,19 m²",11 a,5,2,2007,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,ElektraInternetasKabelinė televizijaAsfaltuotas privažiavimas,GaražasTerasa,Skalbimo mašinaSu baldais,Signalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Naujoji Vilnia, Medaus g., medinio namo dalis",32 000 €,25 m²,"1,8 a",2,1,1960,Medinis,Namo dalis,"Kietu kuru, kita",Šulinys,Įrengtas,,,Elektra,,,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,25,
"Vilniaus r. sav., Didžiosios Riešės k., Pavasario g., mūrinis namas",460 000 €,"174,63 m²",5 a,5,2,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Įrengtas,,,Asfaltuotas privažiavimas,GaražasTerasa,Rekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,56,
"Vilniaus r. sav., Miškinių k., Tujų g., mūrinis sodo namas",38 900 €,"28,73 m²","7,33 a",2,1,2010,Mūrinis,Sodo namas,Kietu kuru,Vietinis vandentiekis,Įrengtas,Tvenkinys,,Greta miškoElektra,Ūkiniai pastatai,,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,12,
"Vilniaus r. sav., Vilkinės k., medinė sodyba",210 000 €,"48,58 m²","47,88 a",,1,1968,Medinis,Sodyba,Kietu kuru,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Antakalnis, Saulės g., mūrinis namas",850 000 €,"346,72 m²",12 a,4,2,"1992 statyba, 2018 renovacija",Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Dalinė apdaila,,,Elektra,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Balsiai, Kryžiokų Sodų 9-oji g., karkasinis namas",180 000 €,"110,51 m²","6,16 a",,2,2005,Karkasinis,Namas (gyvenamasis),"Dujinis, kietu kuru",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Paneriai, Antano Samuolio g., mūrinis sublokuotas namas",209 000 €,"81,67 m²","3,08 a",4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,A+,,
"Vilnius, Salininkai, Kelmijos g., medinis namas",195 000 €,"163,45 m²","8,5 a",5,2,2003,Medinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,,,,,Su baldais,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilnius, Balsiai, Juozo Grušo g., mūrinis sublokuotas namas",189 000 €,"95,33 m²",5 a,4,2,2022,Mūrinis,Sublokuotas namas,Dujinis,Vietinis vandentiekis,Dalinė apdaila,Tvenkinys,,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,70,
"Vilniaus r. sav., Didžiosios Riešės k., Snieguolių g., mūrinis namas",529 000 €,"246,1 m²","15,37 a",6,2,2011,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,ElektraDujosInternetasKabelinė televizijaAsfaltuotas privažiavimas,Terasa,Skalbimo mašinaSu baldais,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,
"Vilniaus r. sav., Pagirių k., Pagirių g., mūrinis namas",95 000 €,163 m²,44 a,,2,1968,Mūrinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,44,
"Vilnius, Valakampiai, Nemenčinės pl., mūrinis namas",370 000 €,110 m²,"7,3 a",6,1,2011,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,,,Greta miškoAsfaltuotas privažiavimasDujosInternetas,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,B,,
"Vilniaus r. sav., Visalaukės I k., Jaunimo g., mūrinis namas",85 000 €,169 m²,77 a,,2,1990,Mūrinis,Namas (gyvenamasis),"Elektra, kietu kuru",,Įrengtas,,,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,5,
